-4.472135954999579277e-01,-4.472135954999579277e-01,4.472135954999579277e-01,8.944271909999158554e-01,4.472135954999579277e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.683281572999747677e+00,-8.944271909999158554e-01,-8.944271909999158554e-01,-1.788854381999831711e+00,0.000000000000000000e+00,-4.472135954999579277e-01,4.472135954999579277e-01,1.341640786499873839e+00,0.000000000000000000e+00,-1.341640786499873839e+00,-1.341640786499873839e+00,4.472135954999579277e-01,8.944271909999158554e-01
-8.944271909999158554e-01,-1.788854381999831711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.944271909999158554e-01,4.472135954999579277e-01,4.472135954999579277e-01,-8.944271909999158554e-01,4.472135954999579277e-01,-8.944271909999158554e-01,8.944271909999158554e-01,4.472135954999579277e-01,-4.472135954999579277e-01,0.000000000000000000e+00,-8.944271909999158554e-01,4.472135954999579277e-01,0.000000000000000000e+00,-8.944271909999158554e-01,-1.341640786499873839e+00
-5.366563145999495354e+00,2.236067977499789805e+00,7.155417527999326843e+00,7.155417527999326843e+00,1.341640786499873839e+00,1.341640786499873839e+00,-1.788854381999831711e+00,4.472135954999579277e-01,-4.919349550499537038e+00,-7.155417527999326843e+00,5.813776741499452783e+00,0.000000000000000000e+00,-1.028591269649903239e+01,-1.341640786499873839e+00,1.788854381999831711e+00,8.944271909999158554e-01,4.472135954999579277e-01,-2.683281572999747677e+00,-4.919349550499537038e+00,-2.683281572999747677e+00
3.130495168499705549e+00,-8.944271909999158554e-01,2.236067977499789805e+00,-3.130495168499705549e+00,-3.577708763999663422e+00,-8.944271909999158554e-01,3.577708763999663422e+00,1.788854381999831711e+00,-2.236067977499789805e+00,-3.577708763999663422e+00,5.366563145999495354e+00,1.788854381999831711e+00,2.236067977499789805e+00,3.130495168499705549e+00,3.577708763999663422e+00,-8.944271909999158554e-01,-1.788854381999831711e+00,-4.472135954999579277e-01,-8.944271909999158554e-01,-4.472135954999579277e-01
-2.906888370749726391e+00,2.236067977499789639e-01,-6.708203932499369193e-01,2.236067977499789639e-01,-2.236067977499789639e-01,1.118033988749894903e+00,6.708203932499369193e-01,-3.354101966249684263e+00,6.708203932499369193e-01,1.118033988749894903e+00,4.695742752749557880e+00,-1.565247584249852775e+00,1.118033988749894903e+00,1.118033988749894903e+00,-6.708203932499369193e-01,-2.236067977499789639e-01,2.012461179749810647e+00,-2.236067977499789639e-01,2.906888370749726391e+00,-2.236067977499789639e-01
-2.236067977499789639e-01,-2.236067977499789639e-01,2.236067977499789639e-01,6.708203932499369193e-01,-6.708203932499369193e-01,6.708203932499369193e-01,-6.708203932499369193e-01,6.708203932499369193e-01,2.236067977499789639e-01,1.118033988749894903e+00,-1.118033988749894903e+00,1.118033988749894903e+00,-2.236067977499789639e-01,-6.708203932499369193e-01,-2.236067977499789639e-01,2.236067977499789639e-01,-2.012461179749810647e+00,2.236067977499789639e-01,-2.236067977499789639e-01,6.708203932499369193e-01
8.944271909999158554e-01,-4.472135954999579277e-01,-8.944271909999158554e-01,3.577708763999663422e+00,-1.341640786499873839e+00,2.683281572999747677e+00,-1.788854381999831711e+00,8.944271909999158554e-01,2.683281572999747677e+00,-2.683281572999747677e+00,-2.236067977499789805e+00,-1.341640786499873839e+00,8.944271909999158554e-01,1.341640786499873839e+00,-1.341640786499873839e+00,4.472135954999579277e-01,-4.472135954999579277e-01,4.472135954999579277e-01,-1.341640786499873839e+00,-3.130495168499705549e+00
-1.341640786499873839e+00,3.577708763999663422e+00,2.683281572999747677e+00,-5.366563145999495354e+00,-1.341640786499873839e+00,-4.919349550499537038e+00,-4.472135954999579610e+00,-1.341640786499873839e+00,-1.341640786499873839e+00,8.944271909999158554e-01,1.788854381999831711e+00,2.236067977499789805e+00,4.472135954999579277e-01,-2.683281572999747677e+00,6.260990336999411099e+00,8.944271909999158554e-01,1.788854381999831711e+00,-6.708203932499368527e+00,2.683281572999747677e+00,-6.260990336999411099e+00
-2.012461179749810647e+00,4.248529157249600452e+00,2.012461179749810647e+00,1.565247584249852775e+00,2.012461179749810647e+00,2.459674775249768519e+00,2.236067977499789639e-01,5.142956348249516196e+00,2.906888370749726391e+00,2.236067977499789639e-01,-2.459674775249768519e+00,6.708203932499369193e-01,-2.012461179749810647e+00,-3.354101966249684263e+00,6.484597134749389369e+00,-1.565247584249852775e+00,2.459674775249768519e+00,3.801315561749642136e+00,-6.708203932499369193e-01,-6.708203932499369193e-01
-4.024922359499621294e+00,7.155417527999326843e+00,-4.024922359499621294e+00,-6.708203932499368527e+00,1.252198067399882220e+01,7.155417527999326843e+00,9.391485505499115760e+00,-3.577708763999663422e+00,8.049844718999242588e+00,-2.593838853899755748e+01,-1.207476707849886388e+01,0.000000000000000000e+00,1.967739820199814815e+01,1.207476707849886388e+01,-4.919349550499537038e+00,1.162755348299890557e+01,-4.472135954999579277e-01,3.577708763999663422e+00,-8.944271909999159220e+00,-1.923018460649819161e+01
